verb	frequency
expounded	1
exposed	1
expose	1
expects	1
expecteth	1
expected	1
expect	1
existeth	1
exhorting	1
exhorted	1
exhort	1
exhibited	1
exhibit	1
exhausted	1
exercised	1
exercise	1
execute	1
execrate	1
excused	1
excluded	1
exclude	1
exclaim	1
excites	1
exchanged	1
excepted	1
excels	1
excelling	1
exceedeth	1
examined	1
exacting	1
exacted	1
evincing	1
evil	1
evened	1
evaporates	1
estranged	1
esteeming	1
esteem	1
establish	1
espoused	1
ere	1
equalled	1
envying	1
envy	1
environing	1
environeth	1
entwine	1
entreat	1
entire	1
enticed	1
entering	1
entangling	1
ensuing	1
ensnaring	1
enslaved	1
enounce	1
enlisted	1
enlightening	1
enlarging	1
enlargedst	1
engraff	1
engages	1
enforced	1
enervated	1
enduring	1
ends	1
ending	1
endeared	1
endangers	1
encumbered	1
encouraging	1
encompass	1
enamoured	1
enacted	1
enact	1
employest	1
employed	1
emerging	1
emerge	1
embracement	1
embalmed	1
eluding	1
eloquent	1
effectedst	1
effected	1
effect	1
effaces	1
effaced	1
educated	1
educate	1
edify	1
eclipsed	1
echo	1
ebbs	1
ebbing	1
ebb	1
eaten	1
eased	1
ears	1
dwelling	1
dwelleth	1
durst	1
dug	1
drove	1
drives	1
drive	1
drewest	1
dreading	1
dreaded	1
dread	1
doubts	1
doubted	1
doubled	1
doting	1
doted	1
divide	1
diversifiedst	1
divers	1
dive	1
distrusted	1
distributing	1
distracting	1
distinguishing	1
distill	1
distended	1
dissolvest	1
dissolved	1
disregard	1
disquieted	1
disquiet	1
disputed	1
disposed	1
displeaseth	1
displacing	1
displace	1
dispersed	1
dispensing	1
dispensest	1
dispel	1
disobeyed	1
dismiss	1
disliked	1
disguising	1
disguised	1
disguise	1
disgraced	1
disentangled	1
disentangle	1
disengage	1
disembowelled	1
disdained	1
discovereth	1
discoverest	1
discourage	1
discommended	1
discharge	1
discerneth	1
disapproveth	1
disappear	1
disallowing	1
disalloweth	1
diminishing	1
diminish	1
diluted	1
digested	1
digest	1
devoured	1
devour	1
devised	1
destined	1
despiseth	1
despisest	1
despisedst	1
desireth	1
deserving	1
deserted	1
descending	1
deriding	1
derides	1
derided	1
depends	1
depending	1
departest	1
denotes	1
denoted	1
denies	1
denied	1
demonstrate	1
demands	1
demandest	1
deluding	1
delivers	1
deliverest	1
deliberate	1
delayed	1
degraded	1
defining	1
deferring	1
defends	1
defending	1
deemed	1
dedicated	1
dedicate	1
declared	1
declaiming	1
decked	1
decided	1
decide	1
decayeth	1
debasing	1
dealt	1
deafen	1
days	1
dares	1
custom	1
curing	1
curb	1
cultivating	1
cultivated	1
crowned	1
crossed	1
criticised	1
criedst	1
creep	1
createst	1
cover	1
covenant	1
counts	1
countenance	1
counselled	1
corrupting	1
corresponding	1
corresponded	1
convict	1
conveying	1
converting	1
convertedst	1
conversing	1
converse	1
contracted	1
continent	1
content	1
contemplating	1
contemn	1
containeth	1
consume	1
constituteth	1
constituted	1
constitute	1
consists	1
consisteth	1
consist	1
consigned	1
considereth	1
consenting	1
consented	1
consent	1
consecrating	1
consecrateth	1
consecrated	1
consecrate	1
conquering	1
conquer	1
connects	1
conjoined	1
conjecturing	1
congratulating	1
congratulated	1
confuted	1
confirmed	1
confirm	1
confined	1
confine	1
confiding	1
confesseth	1
conferring	1
confer	1
condensed	1
condemns	1
condemnest	1
concreated	1
concluded	1
concerned	1
concentrated	1
conceives	1
conceal	1
comprise	1
comprehending	1
composing	1
compassionates	1
compassionate	1
compassing	1
compass	1
comparing	1
compacting	1
compactedst	1
communicated	1
committing	1
commits	1
commiserating	1
commiserate	1
commendeth	1
commencing	1
commemorated	1
comforting	1
comfortest	1
comfortedst	1
combined	1
colouring	1
coloured	1
collects	1
cogitated	1
cloyed	1
closing	1
closes	1
close	1
cloaked	1
clingeth	1
climb	1
cleaved	1
clear	1
cleansing	1
clasp	1
circumcise	1
choosing	1
chooses	1
chilled	1
cherished	1
cherish	1
cheered	1
cheer	1
check	1
chastened	1
chaste	1
charmed	1
chanting	1
challenges	1
challenged	1
ceasing	1
ceaseth	1
causing	1
caught	1
catch	1
casts	1
casting	1
castest	1
cared	1
canvassing	1
calleth	1
calledst	1
buzzing	1
buzzed	1
buy	1
bury	1
burthened	1
burstest	1
burnt	1
burnest	1
building	1
builded	1
bud	1
bubbling	1
broke	1
bringeth	1
breathing	1
breaking	1
bows	1
borrow	1
boils	1
boiling	1
boiled	1
boil	1
body	1
boast	1
blunted	1
blunt	1
blowing	1
blow	1
blottedst	1
bloom	1
blew	1
blesses	1
bind	1
bidden	1
bewitched	1
bewailing	1
betrothed	1
bethink	1
betake	1
besprinkling	1
bespoken	1
besets	1
bereaved	1
bepraised	1
benefit	1
bemoaning	1
bemoaned	1
beloved	1
believeth	1
believes	1
beholds	1
beguiling	1
begotten	1
beginneth	1
begannest	1
beg	1
befitting	1
befell	1
befalls	1
bedimmed	1
becometh	1
beautified	1
beating	1
bathing	1
bathe	1
barred	1
barking	1
barked	1
bared	1
bare	1
baptise	1
banished	1
awoke	1
awakest	1
awaited	1
avert	1
averred	1
avengest	1
avenged	1
availed	1
avail	1
augmenting	1
augmented	1
attributed	1
attracts	1
attracted	1
attested	1
attempted	1
attempered	1
attacked	1
attack	1
astonished	1
assuring	1
assure	1
assume	1
associated	1
assign	1
assenting	1
assented	1
assaying	1
assail	1
asketh	1
ascended	1
arriving	1
arrange	1
arising	1
aright	1
approving	1
appropriated	1
approached	1
apprehending	1
apportioned	1
appointing	1
apply	1
applauds	1
appearing	1
appeal	1
apart;--seeing	1
anticipating	1
anticipated	1
anticipate	1
answers	1
answereth	1
announcing	1
announced	1
announce	1
ambrose	1
also;--thy	1
alluring	1
allowing	1
allege	1
allaying	1
allay	1
alarmed	1
aim	1
ails	1
aided	1
aid	1
agonised	1
aforesaid	1
affright	1
afford	1
affirming	1
affianced	1
affecting	1
affect	1
advising	1
advance	1
adorned	1
adored	1
adoption	1
admonish	1
admittest	1
admire	1
add	1
adapted	1
adapt	1
acting	1
act	1
acquired	1
acquiesce	1
acknowledged	1
achieve	1
aches	1
accuse	1
accomplished	1
accomplish	1
accompany	1
accepted	1
absorb	1
absent	1
abridged	1
abounded	1
abolished	1
abided	1
abhorred	1
abhor	1
abated	1
abashed	1
abased	1
abase	1
