trigram	frequency
it was the	3
it is in	3
there were nothing	3
which the eye	3
and i could	3
far as the	3
and yet the	3
to make it	3
give what thou	3
and we were	3
of the thing	3
to the other	3
the firmament was	3
light in the	3
him from the	3
if i spake	3
this kind of	3
though they be	3
thou make heaven	3
sought after leasing	3
things of god	3
son of thy	3
of the living	3
and passed away	3
a present of	3
and yet not	3
when i first	3
over all the	3
whatever it were	3
of that matter	3
dispenser of thy	3
appeared to me	3
of all form	3
firmament was made	3
it to have	3
those which are	3
i had been	3
us make man	3
me that i	3
difference there is	3
is far from	3
thou hast broken	3
now that my	3
the house of	3
all those things	3
we may know	3
i should say	3
face to face	3
and the spaces	3
such was i	3
as the manner	3
and confess unto	3
to be able	3
have no being	3
in thy name	3
never to have	3
is my hope	3
it would not	3
of the good	3
by whom he	3
which when i	3
even when we	3
fornication against thee	3
for thee to	3
from whom we	3
hast not thou	3
what was it	3
not so much	3
thee our god	3
the voices of	3
in the soul	3
the desire of	3
and to all	3
he should not	3
to be wise	3
what then do	3
and so shall	3
are wont to	3
there was in	3
as yet i	3
whence is this	3
the tumult of	3
all things past	3
that thou wilt	3
firmament of authority	3
is not there	3
was without form	3
which could be	3
of which the	3
to be at	3
the treasures of	3
god made the	3
are to be	3
through the spirit	3
to be freed	3
to be thee	3
should be given	3
that are made	3
to thy mercy	3
it to me	3
things which thou	3
i remember also	3
of my confessions	3
authority of thy	3
and the same	3
the more they	3
after his kind	3
spirit of man	3
by thy gift	3
so it was	3
and the more	3
he is not	3
little and little	3
was no longer	3
the fair and	3
a wish to	3
and the stars	3
thou createdst all	3
of my lord	3
after it was	3
hung upon the	3
madest all things	3
i now am	3
to be bounded	3
after thine own	3
in a part	3
in no part	3
are they who	3
but neither do	3
that i measure	3
of any thing	3
but the word	3
things visible and	3
created before all	3
he whom i	3
for i ask	3
earth which thou	3
not because it	3
where she was	3
brought back to	3
with the love	3
the body by	3
in thy law	3
thou hast begun	3
as i do	3
of the senses	3
of human life	3
from whom it	3
the pleasure of	3
such as would	3
and the waters	3
if he had	3
body of the	3
and thou hast	3
when i remember	3
the world to	3
in a manner	3
out of this	3
as yet to	3
by any change	3
is called heaven	3
what thou art	3
in the other	3
and let the	3
thou hast already	3
what could be	3
many of them	3
and such a	3
what shall i	3
my heart was	3
and seek after	3
i have learned	3
he know not	3
from the flesh	3
and under the	3
thou madest heaven	3
he had been	3
the sex of	3
advised me to	3
this hast thou	3
no more be	3
other than thou	3
i see not	3
i remember forgetfulness	3
and sought after	3
renewed in the	3
beginning of the	3
but such as	3
which thou art	3
there was light	3
is at hand	3
was not so	3
is not ye	3
thy holy ones	3
once and again	3
these things also	3
whence was this	3
not one with	3
the earth brings	3
only in the	3
him that eateth	3
made these things	3
than in the	3
to the soul	3
he could not	3
and did it	3
by which i	3
enlighten my darkness	3
thou hadst given	3
not able to	3
for him to	3
hear the voice	3
they were made	3
let us make	3
neither is that	3
will not be	3
the mass of	3
the lord my	3
as being borne	3
are said to	3
be given to	3
i had begun	3
and thy word	3
form of a	3
might have been	3
he knew not	3
earth were to	3
by whom all	3
that which he	3
of my neighbour	3
he was a	3
of things which	2
which it was	2
for when it	2
nor their own	2
made of it	2
which is corrupted	2
could that be	2
both be true	2
of man upon	2
every thing changeable	2
wished to be	2
in whom the	2
they had no	2
and thou alone	2
but let my	2
see these things	2
more cleared to	2
she could not	2
had it not	2
intercession to thee	2
became a devil	2
as it doth	2
voice and tongue	2
be sorrowed for	2
of thy eternity	2
and of a	2
been able to	2
wouldest not suffer	2
sight on all	2
this world he	2
i cried out	2
there is in	2
of the name	2
what thou hast	2
so was i	2
waters and the	2
sick of a	2
whereof i spake	2
so long therefore	2
not wont to	2
art god and	2
what is nearer	2
of my sin	2
their images only	2
water and water	2
the same to	2
whence is it	2
variety of things	2
this earth that	2
i may be	2
creature that hath	2
the creation of	2
be born to	2
as yet are	2
one that asketh	2
give birth to	2
have gone over	2
i thought i	2
made any thing	2
hate the greek	2
endureth for ever	2
by the force	2
love of god	2
waters bring forth	2
the din of	2
i was wont	2
be for ever	2
mass of thy	2
to have the	2
to the nature	2
they also who	2
myself i remember	2
i saw them	2
the purpose of	2
about with every	2
i will say	2
whom i loved	2
i love thee	2
thy gift we	2
would i speak	2
the desires of	2
be in our	2
when we forget	2
neither were they	2
in this uncertainty	2
of a pure	2
whom thou commandest	2
and then looking	2
yet hadst thou	2
these words which	2
love nothing else	2
the mouths of	2
then into the	2
or what am	2
and to understand	2
in this kind	2
would have been	2
in our ears	2
as the sound	2
our lord god	2
i desire to	2
tongue be still	2
though i saw	2
to thee alone	2
which is yet	2
spirit of a	2
the one sovereign	2
this to me	2
before the tune	2
into the garden	2
are urged by	2
i now was	2
treasures of wisdom	2
such as my	2
and that but	2
them with the	2
sins of my	2
had for many	2
sun stood still	2
as if there	2
of thy name	2
from thee it	2
since they are	2
to grow sweet	2
of the gentiles	2
we might know	2
in despite of	2
and to find	2
that the force	2
bringing forth fruit	2
the ear of	2
else is it	2
i had of	2
the time it	2
matter without form	2
believe god to	2
the several portions	2
why then is	2
again and again	2
for thy service	2
do not yet	2
in a moment	2
divers kinds of	2
is not present	2
some sort of	2
still a formless	2
a thing to	2
neither the spirit	2
the writings of	2
for of the	2
for many years	2
the persons of	2
who cannot be	2
of thy apostles	2
might see how	2
to our sight	2
is also the	2
for what was	2
unless it be	2
might be created	2
she knew that	2
the church of	2
which i loved	2
but that in	2
beyond memory also	2
had never done	2
and found in	2
yet had he	2
daily say unto	2
i now held	2
could not recognise	2
i not believed	2
speak of it	2
fled out of	2
who out of	2
or how shall	2
thought that it	2
things in them	2
calling to me	2
himself to have	2
hadst thou made	2
what we remember	2
with how much	2
as long as	2
clothed with the	2
they that seek	2
after thy image	2
be in me	2
there had been	2
for they that	2
it then with	2
that by their	2
being borne above	2
what that should	2
where ye seek	2
and thence again	2
god made all	2
with the images	2
who did not	2
there remained a	2
because i would	2
give what i	2
speak in time	2
to love him	2
thy divine scripture	2
thy invisible things	2
of thy words	2
with the voice	2
their own eyes	2
eternal creator of	2
but as it	2
man who had	2
us measure it	2
four and twenty	2
she had brought	2
i wish to	2
in the sea	2
times to come	2
was good for	2
beautiful than the	2
us to thyself	2
taught in rhetoric	2
and a thing	2
was i speaking	2
ye sons of	2
in his members	2
the fishes of	2
a friend of	2
or how could	2
be swallowed up	2
how was i	2
had never been	2
the only true	2
the body which	2
for thine own	2
cast my care	2
for to thee	2
not to sharpen	2
and they were	2
the fruits of	2
thee who art	2
in thy good	2
thou broughtest me	2
it is light	2
of thy sacrament	2
which we were	2
to make me	2
as the sea	2
these things the	2
the head of	2
unto those that	2
not of what	2
what was not	2
i see what	2
i see it	2
not to thee	2
let man be	2
might learn thee	2
if we were	2
it was meet	2
is punished by	2
may be able	2
deal with him	2
and how much	2
no more than	2
which is made	2
knew not this	2
how i was	2
entered into the	2
what way dost	2
i read not	2
from the mouth	2
for we shall	2
didst persuade me	2
cannot be seen	2
did i burn	2
passed through the	2
have in this	2
of thy providence	2
him that loves	2
foundation of the	2
themselves from thy	2
ashamed not to	2
for my own	2
was it for	2
whereof i am	2
things with the	2
read and write	2
or they must	2
of the sacrilegious	2
but in this	2
how inseparable a	2
to be what	2
and by their	2
stuck fast in	2
said to have	2
to me not	2
release from the	2
but the sun	2
participation of wisdom	2
but do thou	2
i then knew	2
and the sensible	2
began to engage	2
the lord our	2
no mutable thing	2
how much they	2
either kind of	2
i would be	2
tides of my	2
they were asked	2
why he rejoiced	2
which i thought	2
land may appear	2
urged by their	2
was made to	2
repose in what	2
therefore do they	2
things which the	2
and stars shine	2
the beginning he	2
but i could	2
good to take	2
of the heart	2
so i began	2
but thy grace	2
as we remember	2
that which draws	2
had i rather	2
never done it	2
to the sex	2
at one time	2
for if there	2
to me from	2
was i myself	2
what i yet	2
in judgment with	2
in the plural	2
but that thou	2
is another evil	2
run ye to	2
believed to have	2
are made unto	2
and how to	2
as yet it	2
by whom it	2
to thee the	2
there was already	2
may be lights	2
from the love	2
before the foundation	2
what was wrought	2
him he is	2
of what was	2
according to their	2
of that thy	2
not with that	2
be hidden in	2
will not therefore	2
i learned them	2
rule of the	2
it to come	2
it is given	2
neither shadow of	2
and that out	2
by the motion	2
manner of the	2
before he willed	2
for the love	2
were in that	2
a burden to	2
that by the	2
which we measure	2
itself was not	2
against the lord	2
let not the	2
far more certain	2
for if they	2
of my countenance	2
hast appointed that	2
of my evil	2
shall pass away	2
i find myself	2
and if he	2
i then was	2
to be honoured	2
by these fruits	2
to him who	2
are gone before	2
but she was	2
know i not	2
and see how	2
or what angel	2
less in a	2
it be made	2
the fear of	2
thou out of	2
thing itself is	2
time before it	2
hidden from me	2
that wisdom which	2
would not suffer	2
when i say	2
the rest to	2
rather there were	2
or even if	2
unless its image	2
mind on the	2
he above the	2
to which she	2
and therefore is	2
or good to	2
no place whither	2
which i spent	2
they do not	2
that thy word	2
same holds in	2
that they flourished	2
of such sort	2
in so great	2
a thing in	2
signs and wonders	2
which i should	2
heard of his	2
i had loved	2
something better than	2
it is enough	2
even to those	2
and leaves off	2
greatly to be	2
man out of	2
i call it	2
the whole is	2
appear to me	2
did god before	2
of god knoweth	2
there be lights	2
not of such	2
that as the	2
what thou teachest	2
because they had	2
thy servant moses	2
not created by	2
the diseases of	2
far forth it	2
for those things	2
not full of	2
upon which there	2
which please me	2
from love of	2
for true it	2
as yet in	2
which have been	2
the righteousness which	2
this is true	2
when dare i	2
to that place	2
of my infancy	2
the baggage of	2
is less in	2
to that which	2
nothing of this	2
are not the	2
these are thy	2
in whatsoever state	2
hope of thy	2
should dawn upon	2
convinced that they	2
into the memory	2
nor he himself	2
retained in the	2
her own land	2
hold of it	2
over all cattle	2
high art thou	2
any thing in	2
to be married	2
the forms of	2
many things in	2
for then i	2
thy eternal will	2
is the kingdom	2
respect of the	2
with his own	2
into time past	2
most merciful hand	2
joy of the	2
the apostle paul	2
and so i	2
hold thy peace	2
because it would	2
that not to	2
in the spirit	2
restrained from the	2
in the hidden	2
some things of	2
willedst that i	2
to be deceived	2
the bonds of	2
of her husband	2
those that see	2
in which that	2
for how should	2
as yet he	2
unless he had	2
of delighting in	2
to be no	2
and woe was	2
and bring forth	2
when out of	2
its own sake	2
world was made	2
which we behold	2
thought not of	2
was involved in	2
take up and	2
law in his	2
the lot of	2
conformed to the	2
being heard and	2
reward of a	2
as that of	2
consumption of sin	2
it did not	2
the true light	2
how far they	2
and the earthly	2
did i hate	2
it would have	2
who art not	2
had settled to	2
it is therefore	2
he spake truth	2
the present hath	2
is he now	2
thy years which	2
for whose sake	2
have twice so	2
but thy word	2
the receptacle of	2
but the one	2
sharpen my tongue	2
a desire of	2
and are not	2
even the heaven	2
and the floods	2
light that lighteth	2
which thou thyself	2
to the understanding	2
have pity on	2
what then did	2
to rest in	2
these visible things	2
a most strong	2
me to desire	2
not the true	2
and how many	2
sex of her	2
but also to	2
by the ears	2
do not measure	2
i shall say	2
say to the	2
did not my	2
and by him	2
not only not	2
when there was	2
that can be	2
treasure in heaven	2
should go to	2
how shall they	2
whom i have	2
and the world	2
of the devil	2
i shall stand	2
to repose in	2
which we are	2
had there been	2
thou madest was	2
would he had	2
of thy judgment	2
i have heard	2
bends his mind	2
i love them	2
who madest them	2
not to my	2
perfect will of	2
and my infirmity	2
is the victory	2
thee in my	2
dawn upon me	2
thou saidst that	2
shall see him	2
what difference there	2
ye to and	2
his mind with	2
of what sort	2
in this so	2
i say to	2
art to be	2
then they were	2
and feared to	2
and thou madest	2
then knew not	2
of the snare	2
be made sad	2
the bodily senses	2
remove far from	2
not be long	2
how thou hast	2
seeing itself is	2
demanded of him	2
not only be	2
eclipses of the	2
i would say	2
and not rather	2
and my heart	2
they are more	2
he hath more	2
and there are	2
i do in	2
rather by the	2
which there was	2
committed to the	2
if they would	2
or some other	2
knoweth no one	2
side is the	2
and no mutable	2
what is so	2
a most ardent	2
make his profession	2
confess to have	2
by which thou	2
nothing could be	2
in thy book	2
to have made	2
the distances of	2
only our souls	2
me to cast	2
and detesting the	2
the universal creation	2
the tides of	2
and i confess	2
nor over the	2
not taken up	2
that thy handmaid	2
with this one	2
are from thee	2
that in thy	2
i referred to	2
that which was	2
all things through	2
these poetic fictions	2
to be reproved	2
the compass of	2
be hidden from	2
whom thou wilt	2
youth he had	2
affirm that to	2
but be ye	2
for i saw	2
the seventh day	2
and such as	2
by thy baptism	2
for want of	2
that strengtheneth me	2
a certain formless	2
yet a christian	2
do i see	2
rather to be	2
love of wine	2
what else is	2
that i do	2
smiled on me	2
they glorify him	2
vain in their	2
it be not	2
would they had	2
and by a	2
of the feet	2
that the knowledge	2
for i did	2
heart of man	2
now light in	2
and on that	2
mind upon the	2
it is theirs	2
of a fever	2
said to simplicianus	2
in a strait	2
which i measure	2
neither if we	2
didst thou out	2
sight clear unto	2
i sought to	2
be it done	2
pass then beyond	2
i turned to	2
covered with the	2
i conceived of	2
to which the	2
do ye love	2
of such nature	2
to its being	2
because it passeth	2
by a certain	2
whence it is	2
my past sorrow	2
thou madest in	2
as it willeth	2
and strength of	2
not to them	2
and all to	2
it no longer	2
that men would	2
that we should	2
and if it	2
to do with	2
they hear this	2
to be instructed	2
ever since i	2
be pleasing unto	2
and a most	2
a holy fear	2
the reward of	2
loved and feared	2
and so to	2
thee for ever	2
to my mind	2
but far otherwise	2
i may love	2
and thy law	2
they were already	2
of the people	2
as the noon	2
wishing to be	2
tumult of the	2
it was wont	2
to that said	2
ye have not	2
and thou wert	2
had purposed to	2
i do know	2
not for himself	2
how hast thou	2
them not in	2
celestial or terrestrial	2
in that it	2
every where and	2
then i remember	2
through the darkness	2
concerning the creature	2
when from future	2
in the books	2
oft as we	2
the eclipses of	2
not with their	2
came to pass	2
i learned without	2
that were to	2
and thou art	2
acts of violence	2
then i saw	2
and yet in	2
did they suggest	2
givest grace to	2
known to thee	2
to me above	2
in the secret	2
before me to	2
mouth of his	2
who shall hold	2
who were not	2
this lower world	2
or is it	2
the other which	2
by all these	2
which had begun	2
i speak it	2
whether out of	2
the time in	2
for they had	2
lord their god	2
on occasion of	2
body of this	2
to an end	2
for were it	2
i might learn	2
as to become	2
thou didst deal	2
if ye have	2
what was to	2
he wrote these	2
cleared to me	2
thus was it	2
to the firmament	2
and what did	2
and medea flying	2
bring forth a	2
length of time	2
at him who	2
and all at	2
order of thy	2
the words which	2
is my heart	2
never found it	2
in these lower	2
with a proud	2
i will offer	2
difference whence a	2
with good things	2
am i not	2
neither do i	2
unto the humble	2
age of mine	2
joying in the	2
rather joy in	2
yet not so	2
and that not	2
i answer not	2
society of men	2
in mind and	2
to wish to	2
when thou shalt	2
of thy ways	2
not because they	2
it speaks of	2
i read there	2
we were saying	2
and the word	2
the wages of	2
of all which	2
such as the	2
children of the	2
if i wish	2
many other things	2
was he borne	2
all creeping things	2
the good god	2
it perchance that	2
wert about to	2
laid hold of	2
did not make	2
prefect of the	2
but a little	2
to have her	2
me what i	2
a double time	2
scoffed at the	2
and hear my	2
by what word	2
which it passes	2
thought that i	2
or if in	2
to give me	2
lord and saviour	2
because thy loving	2
but what sort	2
thee or to	2
which of these	2
even before i	2
in the world	2
come into the	2
was in such	2
thou light of	2
the rushing of	2
for their children	2
come to a	2
is nearer to	2
it be measured	2
and givest grace	2
and the life	2
he had studied	2
in the way	2
which to make	2
what you say	2
do we not	2
contend not in	2
such will i	2
which thou mightest	2
and this could	2
was done in	2
where thou sawest	2
it too was	2
we should have	2
is what i	2
we were discoursing	2
who could not	2
a wondrous depth	2
how have they	2
o sweet light	2
for in him	2
is no other	2
where we were	2
images of those	2
i rather be	2
my sight on	2
of what is	2
song of degrees	2
the cause that	2
there is one	2
to hold fast	2
out of truth	2
and perfect will	2
and i now	2
even such as	2
in thy praises	2
say to them	2
not only our	2
but in another	2
not in him	2
enough for me	2
where shall we	2
then to understand	2
me from thee	2
in that i	2
whom i did	2
my own sake	2
it was invisible	2
and replenish the	2
she had told	2
me to the	2
but the whole	2
before it was	2
that no man	2
these things in	2
one against another	2
the things enlightened	2
than i had	2
that no one	2
of the manichees	2
he that receiveth	2
of a soul	2
of things corporeal	2
but a particle	2
and i remember	2
dwelt among us	2
and he alone	2
of god in	2
of that body	2
our mother charity	2
have sought thy	2
what is to	2
i speak to	2
to search out	2
our lord jesus	2
hold for certain	2
to be sorrowed	2
speak unto me	2
things we love	2
be at rest	2
and the nature	2
not what time	2
book of genesis	2
a certain bishop	2
and i wondered	2
so long before	2
the sun stood	2
hidden from the	2
thing that thou	2
that truth is	2
but now it	2
i have said	2
fallen into the	2
for these things	2
now was the	2
be spoken of	2
if a body	2
be converted unto	2
and as they	2
with all my	2
the same that	2
without mention of	2
of thy faithful	2
we may not	2
when a man	2
a cup of	2
i name a	2
my soul and	2
made me wiser	2
preferred to the	2
from thy heat	2
not much more	2
how much better	2
we see it	2
waters which are	2
in that sixteenth	2
broken my bonds	2
draws to them	2
floods of mine	2
or dost thou	2
fishes of the	2
though i had	2
of his learning	2
didst thou not	2
the office of	2
and secret ways	2
twenty years old	2
the same figures	2
deliver me out	2
and we had	2
as i may	2
guarded by the	2
for him he	2
of the hearts	2
whatsoever thou wert	2
so it shall	2
it be called	2
i know how	2
it rightly said	2
gave notice to	2
feared to be	2
and they fall	2
where is that	2
it should not	2
in time to	2
belong to each	2
to us to	2
brought down to	2
whom he hath	2
but he is	2
it dies by	2
were at a	2
and my pains	2
in that sect	2
which could not	2
and most merciful	2
to the wars	2
could not know	2
whom she had	2
not that it	2
was with me	2
bitterness of the	2
but i might	2
much of me	2
very inmost soul	2
not be at	2
but in him	2
good things which	2
and say unto	2
to see it	2
art ever at	2
presence of the	2
and lest it	2
of cold water	2
thy grace i	2
doubt that there	2
being capable of	2
in common to	2
knowledge of these	2
mention of days	2
courses of the	2
it was present	2
any of these	2
return unto him	2
then i did	2
of men when	2
whereof all the	2
had found out	2
the same was	2
to do this	2
displeased with myself	2
which he might	2
fowls that fly	2
even from the	2
of that my	2
and begin to	2
then we have	2
in that they	2
of the saints	2
weep in thy	2
then didst thou	2
moving creature that	2
or to whom	2
of heavens which	2
glorify him not	2
we shall not	2
words she could	2
there are present	2
was told me	2
to make trial	2
to my soul	2
to every man	2
through all the	2
chamber of my	2
inasmuch as i	2
but as unto	2
that these things	2
small portion of	2
what sort of	2
even if as	2
not now to	2
to have joyed	2
let them praise	2
nor needed i	2
because they be	2
foretelling things to	2
yet to be	2
to be altogether	2
thy holy scripture	2
and whatever else	2
and could not	2
to conceive aught	2
parts of thy	2
i was again	2
come to pass	2
the same as	2
what do we	2
i know by	2
light which enlighteneth	2
rest to come	2
we shall be	2
they drew him	2
on the fair	2
as though they	2
do measure times	2
is not then	2
is it said	2
certain books of	2
so glorious a	2
so much difference	2
placed under them	2
in thy hymns	2
above our souls	2
long therefore as	2
and i would	2
the sun should	2
strength for thee	2
that our king	2
to be condemned	2
to thy unity	2
but to the	2
was being led	2
me know thee	2
same time he	2
than that of	2
in birth of	2
clear unto me	2
he had heard	2
is thought to	2
who knew not	2
the flesh lusteth	2
a thing is	2
did i now	2
by thy mercy	2
though we find	2
through jesus christ	2
not for ever	2
the emptiness of	2
expectation of things	2
with whom i	2
satisfy my desire	2
now when i	2
of all those	2
here any longer	2
but by my	2
not what to	2
one hour comes	2
not to hear	2
skilled in those	2
by love of	2
degree of being	2
for my good	2
better than all	2
to all to	2
for what hath	2
one way by	2
the faith of	2
the place of	2
than when we	2
is betwixt the	2
judgment with thee	2
and as if	2
nor was that	2
offspring of thy	2
rest of my	2
present as a	2
him that asketh	2
but how shall	2
as a most	2
went on with	2
is thy wisdom	2
that the son	2
and yet was	2
and hearing the	2
be in a	2
men when thou	2
the skill of	2
or not much	2
seeing thou hast	2
would gladly have	2
moved with the	2
is it rightly	2
thou taught me	2
as we say	2
when then he	2
call thee to	2
the world was	2
were to go	2
they see that	2
o ye sons	2
sound of the	2
but the self	2
as to know	2
in all the	2
for thus do	2
it was manifested	2
intelligible and the	2
for this was	2
such a one	2
but not to	2
how to be	2
returns to thee	2
the lord their	2
nor could my	2
sought thy face	2
but when thou	2
but which of	2
that eateth not	2
this should be	2
let us measure	2
knew not that	2
of god after	2
notice to the	2
saith to itself	2
in that life	2
and again i	2
not the images	2
the thing made	2
me to confess	2
a space of	2
of my spirit	2
had a friend	2
and therefore are	2
better were it	2
soon as he	2
had not been	2
not whether i	2
in each several	2
i found not	2
not through a	2
for neither doth	2
out against me	2
these praise thee	2
myself in the	2
a married life	2
in the earth	2
it were not	2
the witness of	2
not only good	2
delighted with them	2
of the belly	2
i may find	2
is meek and	2
but to will	2
any thing is	2
even to the	2
and if nothing	2
these words are	2
to me as	2
not under the	2
on which side	2
wherein they were	2
comprehended under those	2
praise thee for	2
might in some	2
to be long	2
be it that	2
when i spake	2
i saw it	2
are far more	2
watered the ground	2
and in whom	2
i will seek	2
creator and governor	2
out to me	2
which is no	2
they desire to	2
for the lord	2
we glow inwardly	2
thou shalt light	2
like to thee	2
of ever finding	2
reposed in thee	2
they were wont	2
the manner of	2
whereby he was	2
for in those	2
i could by	2
beauty of bodies	2
hath not yet	2
the invisible and	2
thou enjoinest continency	2
was still a	2
knowing what a	2
while he was	2
us from our	2
light was not	2
of the middle	2
nor could i	2
were offered me	2
made all natures	2
out these things	2
how to love	2
truth of the	2
and the place	2
one or two	2
to run his	2
the more i	2
by the mouth	2
strength of the	2
i was given	2
out of any	2
it is thou	2
yet we say	2
and forms of	2
we might be	2
upon the dust	2
is whatsoever is	2
he that knows	2
many and great	2
a formless and	2
my helper and	2
offences of foulness	2
in the bottom	2
not then say	2
to enjoy them	2
you will not	2
to be like	2
the earth hath	2
and greatly to	2
and there i	2
in the morning	2
be forced to	2
present hath no	2
that i therefore	2
she was now	2
for the one	2
and come to	2
what was the	2
for thy word	2
of thy fountain	2
i will now	2
to give myself	2
cleave fast to	2
man knoweth the	2
him confess unto	2
far forth as	2
of thy counsels	2
am about to	2
he seemed to	2
many of my	2
the depths of	2
am thy servant	2
for its own	2
and then he	2
but i knew	2
may shine upon	2
for the day	2
and so for	2
he cries out	2
o my hope	2
motions of my	2
let my heart	2
the fire of	2
and i entered	2
understood many ways	2
and that by	2
authority of the	2
so was that	2
do i find	2
they could not	2
seemed to myself	2
than the other	2
thou gavest her	2
that time is	2
face of the	2
of which it	2
itself as an	2
we remember it	2
an emblem of	2
of the chief	2
such is the	2
oh that they	2
to take in	2
when we say	2
a small thing	2
together of the	2
reading to himself	2
beseech thee by	2
a man to	2
to hear from	2
breathe freely at	2
my memory i	2
commencement of things	2
cry out against	2
account of the	2
which takes place	2
not in it	2
for even when	2
didst thou then	2
upon a certain	2
works of thine	2
what art thou	2
by those things	2
and pass away	2
we were doing	2
of these i	2
kept in memory	2
matter of the	2
nor even in	2
though they were	2
of the greater	2
of things future	2
use for my	2
for so soon	2
then with me	2
the coming of	2
more did i	2
for the rule	2
this life of	2
and found my	2
after the manner	2
seek the lord	2
the book of	2
by i know	2
what i name	2
as i have	2
even in sleep	2
not according to	2
poor in spirit	2
the waters brought	2
was loth to	2
of my parents	2
to love thee	2
of our spirit	2
they who have	2
contempt of vain	2
he have the	2
of the emperor	2
him that created	2
from on high	2
will whereby he	2
see it in	2
of the city	2
who remindeth me	2
which with a	2
the sacrilegious rites	2
when thou art	2
shall read these	2
and it answered	2
behold thy face	2
turned away from	2
better than my	2
had told him	2
would man praise	2
i wandered further	2
he should go	2
the waters that	2
things have i	2
man be made	2
ask or think	2
thou the mind	2
that which my	2
to my senses	2
differ from me	2
are due to	2
to the one	2
in their memory	2
as yet doth	2
that least of	2
part of thee	2
what now is	2
of my salvation	2
my soul praise	2
between the light	2
delights of the	2
noise of the	2
who have been	2
how much less	2
not yet such	2
of myself i	2
and not by	2
meat in due	2
against the spirit	2
and the ear	2
the sea also	2
which thou gavest	2
had been the	2
he made these	2
things of sense	2
spirit against the	2
hearken unto my	2
is the life	2
and no one	2
because i have	2
and not the	2
to heal my	2
learned in things	2
failure of the	2
thee the whole	2
should ask me	2
hour comes to	2
that which cannot	2
i may hear	2
therewith to be	2
to say so	2
i discover myself	2
the earth be	2
and to make	2
by thy law	2
have it in	2
a man hath	2
man to understand	2
have in common	2
before my face	2
the same lump	2
itself by its	2
on with his	2
me above all	2
my feet out	2
far as is	2
thou my god	2
were like the	2
to my friends	2
grieved that i	2
i seek a	2
i called it	2
i have no	2
is the fountain	2
hope we are	2
silent in thy	2
these be the	2
on other things	2
contain yourselves from	2
thy ministers work	2
if nothing were	2
for though i	2
it was a	2
knoweth the things	2
what i love	2
go to rome	2
nature of truth	2
nor do they	2
when we shall	2
was i any	2
which thy truth	2
i will confess	2
also they be	2
they cried out	2
it was now	2
and i resolved	2
betwixt the day	2
of the night	2
to follow the	2
and thou heardest	2
she had never	2
the courses of	2
him as he	2
lighteth every man	2
because they have	2
perceived that they	2
as if in	2
that it should	2
and when shall	2
all around me	2
so that they	2
and how i	2
god and my	2
that by all	2
to be thought	2
a sound is	2
wherein i had	2
but how didst	2
removed from the	2
word of god	2
of these two	2
shall not pass	2
what that light	2
though not as	2
this space of	2
but the other	2
in our heart	2
have seen in	2
i have experienced	2
me to believe	2
which of us	2
is the matter	2
and our neighbour	2
the spirit against	2
as to what	2
whence do i	2
that lighteth every	2
to part with	2
in my soul	2
is before us	2
this purpose said	2
waters brought forth	2
mind of that	2
the abundance of	2
no longer in	2
and wonder that	2
knew him not	2
for himself was	2
in the present	2
which so destroy	2
might be some	2
in the state	2
like to god	2
beware of uncleanness	2
image of the	2
is from him	2
where art thou	2
by the proud	2
a shorter time	2
do i myself	2
i had now	2
i read the	2
not by any	2
i long for	2
from thee of	2
all this which	2
which by my	2
and my life	2
son of man	2
but now light	2
sitteth at thy	2
the greater lights	2
capable of form	2
hast thou given	2
my own sin	2
of the very	2
things was i	2
more of it	2
and seek thee	2
so the things	2
and desiring to	2
love of play	2
nothing for him	2
and almost only	2
soon as she	2
deserved to be	2
the second day	2
as though i	2
should we more	2
yet do the	2
that which in	2
mother of us	2
it were stars	2
that thy servant	2
as they have	2
away like a	2
not coeternal with	2
pity on me	2
and carnal people	2
to become better	2
for all these	2
and so not	2
not through any	2
not indeed in	2
nor any other	2
pleased to be	2
several portions of	2
but do i	2
many years before	2
it be the	2
it might have	2
hast broken my	2
well skilled in	2
into the ears	2
my true life	2
by myself in	2
of the human	2
of sin which	2
to sharpen my	2
of thy scriptures	2
a book of	2
in the market	2
what she had	2
he was to	2
shalt have treasure	2
the day come	2
to the church	2
things which have	2
valley of tears	2
not the way	2
where there is	2
to the things	2
they are sung	2
for i could	2
if not my	2
my own experience	2
nor could they	2
and to suffer	2
is the happy	2
by his own	2
all things changeable	2
have been made	2
may be said	2
world with all	2
to the earth	2
he had gathered	2
shall be in	2
the images thereof	2
i was already	2
thing to answer	2
where shall i	2
as a father	2
burst out into	2
the other for	2
who say to	2
as we should	2
the boy adeodatus	2
not belong to	2
there may be	2
whither to return	2
what he doth	2
ruler of the	2
in my members	2
with thee for	2
this time is	2
a true eternity	2
to be equal	2
nothing to be	2
they have a	2
what profited me	2
seek a happy	2
said unto me	2
they daily say	2
could not have	2
friend of the	2
because a tune	2
away to the	2
set over them	2
ascribe it to	2
find no time	2
whence it was	2
in a word	2
what marvel that	2
in his soul	2
but because those	2
remember that i	2
in by the	2
and because of	2
who hast made	2
hate her when	2
o ye gainsayers	2
unto my necessity	2
with me he	2
shall no more	2
mouth of the	2
even in their	2
by faith and	2
it is riveted	2
other for his	2
as might be	2
but what was	2
that what thou	2
desired to be	2
i speak this	2
the bodies themselves	2
joined with us	2
that nothing of	2
of the bridegroom	2
a particle of	2
but we are	2
be what they	2
cast away from	2
one of them	2
to another faith	2
up in my	2
